STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;Man_590x285.JPG;;13/11/2025 08:33:42;590,00;287,00;1;16,9500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:36;00:01:36;;0,00;€0,00;;;;;;;1;;;
OK;Rubino_6x3_Lux.PS;Rubino 6x3 Lux;13/11/2025 08:38:29;597,65;293,90;1;17,6000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:26;00:01:42;;0,00;€0,00;;;;;;;1;;;
OK;Dorelan_270x145.JPG;;13/11/2025 10:11:46;280,05;155,00;1;4,3500;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:13;00:00:24;;0,00;€0,00;;;;;;;1;;;
OK;Gipys_630x615.JPG;;13/11/2025 10:13:23;615,05;636,30;1;39,1500;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:24;00:03:18;;0,00;€0,00;;;;;;;1;;;
OK;Roll_UP_Convegno_Piana_degli_Alba1nesi.PDF;;13/11/2025 11:26:30;205,00;85,00;1;1,7500;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:12;00:00:10;;0,00;€0,00;;;;;;;1;;;
OK;Porta1.JPG;;13/11/2025 13:35:12;265,90;86,05;1;2,3000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:07;00:00:28;;0,00;€0,00;;;;;;;1;;;
OK;Porta2.JPG;;13/11/2025 13:35:26;265,90;86,05;1;2,3000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:04;00:00:28;;0,00;€0,00;;;;;;;1;;;
ERROR;MediaWorld_1250x330_BlackFriday.JPG;;13/11/2025 14:07:37;1.250,05;330,00;1;41,2500;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:23;00:00:09;;0,00;€0,00;;;;;;;1;;;
OK;MediaWorld_1250x330_BlackFriday.JPG;;13/11/2025 14:08:38;1.250,05;333,30;1;41,7000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:24;00:03:42;;0,00;€0,00;;;;;;;1;;;
OK;Tecnomat_6x3_16Km.PS;Tecnomat 6x3 16Km;13/11/2025 14:47:27;12,25;43,10;1;0,1000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:25;00:00:01;;0,00;€0,00;;;;;;;1;;;
OK;PVC_B~3.JPG;;13/11/2025 14:49:07;650,30;108,70;1;7,1000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:06;00:00:38;;0,00;€0,00;;;;;;;1;;;
OK;PVC_CM.JPG;;13/11/2025 15:10:10;220,00;109,05;1;2,4000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:05;00:00:14;;0,00;€0,00;;;;;;;1;;;
OK;PVC_UW.JPG;;13/11/2025 15:45:45;250,05;104,00;1;2,6500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:05;00:00:15;;0,00;€0,00;;;;;;;1;;;
OK;targa_europeo_Tavola_disegno_1.JPG;;13/11/2025 16:16:02;30,00;21,00;2;0,1000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:01;00:00:01;;0,00;€0,00;;;;;;;1;;;
OK;targa_europeo_adesivo_8x4-02-02.JPG;;13/11/2025 16:16:02;8,05;4,00;15;0,0500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:01;00:00:00;;0,00;€0,00;;;;;;;1;;;
OK;OW_CM.JPG;;13/11/2025 16:22:07;220,00;149,05;1;3,3000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:06;00:00:20;;0,00;€0,00;;;;;;;1;;;
OK;OW_UW.JPG;;13/11/2025 16:23:52;250,05;120,05;1;3,0500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:05;00:00:18;;0,00;€0,00;;;;;;;1;;;
