STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;CocaCola_655x775_Politeama.JPG;;07/07/2026 09:52:10;775,00;661,55;1;51,3000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:32;00:04:31;;0,00;€0,00;;;;;;;1;;;
OK;Famila_120x70-1.JPG;;07/07/2026 13:54:44;65,85;116,05;20;15,3000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:02;00:05:20;;0,00;€0,00;;;;;;;1;;;
OK;Famila_120x70-2.JPG;;07/07/2026 13:56:06;65,85;116,05;20;15,3000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:02;00:05:20;;0,00;€0,00;;;;;;;1;;;
OK;Famila_120x70-3.JPG;;07/07/2026 13:57:28;65,85;116,05;20;15,3000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:04;00:05:20;;0,00;€0,00;;;;;;;1;;;
OK;Famila_120x70-4.JPG;;07/07/2026 13:58:50;65,85;116,05;18;13,7500;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:03;00:05:20;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_100x70_Ortigia.JPG;;07/07/2026 15:17:22;65,90;94,05;4;2,5000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:03;00:01:59;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_100x70_SanVito.JPG;;07/07/2026 15:17:36;65,90;94,05;4;2,5000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:03;00:01:59;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_100x70_Taormina.JPG;;07/07/2026 15:17:50;65,90;94,05;2;1,2500;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:04;00:01:59;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_120x70_Ortigia.JPG;;07/07/2026 15:17:57;65,90;116,00;6;4,6000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:03;00:01:59;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_120x70_SanVito.JPG;;07/07/2026 15:18:23;65,90;116,00;6;4,6000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:08;00:01:59;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_120x70_Taormina.JPG;;07/07/2026 15:18:52;65,90;116,00;6;4,6000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:08;00:01:59;;0,00;€0,00;;;;;;;1;;;
OK;Max_120x70-1~1.JPG;;07/07/2026 15:33:12;66,00;116,05;8;6,1500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:01:22;;0,00;€0,00;;;;;;;1;;;
OK;Max_120x70-2~1.JPG;;07/07/2026 15:33:44;66,00;116,05;6;4,6000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:04;00:01:22;;0,00;€0,00;;;;;;;1;;;
OK;Max_120x70-3~1.JPG;;07/07/2026 15:34:09;66,00;113,50;6;4,5000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:05;00:01:22;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_100x70_Ortigia.JPG;;07/07/2026 15:41:36;65,90;94,05;4;2,5000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:03;00:01:48;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_100x70_SanVito.JPG;;07/07/2026 15:41:49;65,90;94,05;4;2,5000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:03;00:01:48;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_100x70_Taormina.JPG;;07/07/2026 15:42:03;65,90;94,05;2;1,2500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:05;00:01:48;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_120x70_Ortigia.JPG;;07/07/2026 15:42:09;65,90;116,00;6;4,6000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:08;00:01:48;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_120x70_SanVito.JPG;;07/07/2026 15:42:34;65,90;116,00;6;4,6000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:08;00:01:48;;0,00;€0,00;;;;;;;1;;;
OK;CocaCola_120x70_Taormina.JPG;;07/07/2026 15:42:58;65,90;116,00;6;4,6000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:07;00:01:48;;0,00;€0,00;;;;;;;1;;;
