STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;EuroMoto_100x70-A.JPG;;17/07/2026 08:13:43;65,85;94,05;4;2,5000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:01;00:00:28;;0,00;€0,00;;;;;;;1;;;
OK;EuroMoto_100x70-B.JPG;;17/07/2026 08:13:56;65,85;94,05;4;2,5000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:01;00:00:28;;0,00;€0,00;;;;;;;1;;;
ERROR;Euromoto_120x70_1.JPG;;17/07/2026 08:17:04;65,85;116,05;8;6,1500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:02:53;;0,00;€0,00;;;;;;;1;;;
ERROR;Euromoto_120x70_2.JPG;;17/07/2026 08:17:37;65,85;116,05;8;6,1500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:02:53;;0,00;€0,00;;;;;;;1;;;
ERROR;Euromoto_120x70_3.JPG;;17/07/2026 08:18:10;65,85;116,05;8;6,1500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:01;00:02:53;;0,00;€0,00;;;;;;;1;;;
ERROR;Euromoto_120x70_4.JPG;;17/07/2026 08:18:44;65,85;116,05;6;4,6000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:02:53;;0,00;€0,00;;;;;;;1;;;
ERROR;Euromoto_120x70_5.JPG;;17/07/2026 08:19:10;65,85;116,05;6;4,6000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:01;00:02:53;;0,00;€0,00;;;;;;;1;;;
ERROR;Euromoto_120x70_6.JPG;;17/07/2026 08:19:35;65,85;116,05;6;4,6000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:02:53;;0,00;€0,00;;;;;;;1;;;
OK;Euromoto_120x70_1.JPG;;17/07/2026 08:20:19;65,85;116,05;8;6,1500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:02:46;;0,00;€0,00;;;;;;;1;;;
OK;Euromoto_120x70_2.JPG;;17/07/2026 08:20:51;65,85;116,05;8;6,1500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:02:46;;0,00;€0,00;;;;;;;1;;;
