STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;Mercato_Mobili_140x200.JPG;;10/07/2024 08:17:47;131,00;194,05;62;157,6000;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:11;02:42:21;;0,00;€0,00;;;;;;;0;;;
OK;Mercato_Mobili_12x3.JPG;;10/07/2024 11:04:43;1.180,00;278,00;1;32,8500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:42;00:31:37;;0,00;€0,00;;;;;;;0;;;
OK;Mercato_Mobili_12x3.JPG;;10/07/2024 11:52:03;1.180,00;278,00;1;32,8500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:42;00:27:40;;0,00;€0,00;;;;;;;0;;;
OK;Mercato_Mobili_100x140.JPG;;10/07/2024 13:20:13;131,00;95,00;27;33,6000;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:06;00:28:19;;0,00;€0,00;;;;;;;0;;;
OK;Mercato_Mobili_6x3.JPG;;10/07/2024 08:17:33;568,00;280,00;10;159,0500;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:23;02:39:35;;0,00;€0,00;;;;;;;0;;;
OK;Mercato_Mobili_6x3.JPG;;10/07/2024 11:00:24;568,00;280,00;1;15,9500;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:23;00:13:43;;0,00;€0,00;;;;;;;0;;;
OK;Mercato_Mobili_6x3.JPG;;10/07/2024 11:39:58;568,00;280,00;6;95,4500;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:23;01:32:59;;0,00;€0,00;;;;;;;0;;;
OK;ITS_6x3.JPG;;10/07/2024 10:07:02;568,00;280,00;1;15,9500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:33;00:12:33;;0,00;€0,00;;;;;;;0;;;
OK;ITS_6x3.JPG;;10/07/2024 10:28:12;568,00;280,00;1;15,9500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:33;00:12:22;;0,00;€0,00;;;;;;;0;;;
OK;Essepiauto_6x3_Renault.JPG;;10/07/2024 10:42:45;568,00;280,00;1;15,9500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:30;00:15:04;;0,00;€0,00;;;;;;;0;;;
