STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;ClaudioCasisa_140x200.JPG;;07/10/2024 10:54:06;131,00;194,00;43;109,3000;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:11;01:49:40;;0,00;€0,00;;;;;;;0;;;
OK;OroCash_6x6.JPG;;07/10/2024 12:59:20;568,00;570,00;1;32,4000;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:43;00:26:29;;0,00;€0,00;;;;;;;0;;;
OK;ClaudioCasisa_140x200.JPG;;07/10/2024 10:54:26;131,00;194,00;43;109,3000;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:11;01:49:35;;0,00;€0,00;;;;;;;0;;;
OK;OroCash_6x6.JPG;;07/10/2024 12:59:12;568,00;570,00;1;32,4000;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:43;00:26:24;;0,00;€0,00;;;;;;;0;;;
OK;6X3_MD_ottobre.PDF;;07/10/2024 13:46:23;568,00;285,00;1;16,2000;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:01:01;00:09:12;;0,00;€0,00;;;;;;;0;;;
OK;Lucky_Pecetta_40x25.JPG;;07/10/2024 15:52:08;37,70;25,65;15;1,4500;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:01;00:00:08;;0,00;€0,00;;;;;;;0;;;
OK;Lucky_Pecetta_15x9.JPG;;07/10/2024 15:52:08;15,00;10,25;20;0,3500;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:01;00:00:08;;0,00;€0,00;;;;;;;0;;;
OK;Lucky_Pecetta_10x7.JPG;;07/10/2024 15:52:15;10,05;6,85;10;0,1000;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:01;00:00:08;;0,00;€0,00;;;;;;;0;;;
OK;Lucky_Pecetta_10x7~1.JPG;;07/10/2024 15:52:15;10,05;6,85;20;0,1500;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:01;00:00:08;;0,00;€0,00;;;;;;;0;;;
OK;Bruno_6x6_A.JPG;;07/10/2024 16:08:23;568,00;570,00;1;32,4000;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:36;00:59:59;;0,00;€0,00;;;;;;;0;;;
OK;Bruno_6x6_B.JPG;;07/10/2024 16:20:08;568,00;570,00;1;32,4000;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:41;00:59:59;;0,00;€0,00;;;;;;;0;;;
OK;DamiPizzeria_6x3.JPG;;07/10/2024 12:53:00;568,00;280,00;1;15,9500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:37;00:13:05;;0,00;€0,00;;;;;;;0;;;
