8480	1	ERROR	Penny_6x3_G.Tomasi.JPG		03/10/2024 08:41:07	567.996908136209	279.996895794868	2	31.8074742198443	DGen Papyrus G5 - 1	BB Inchiostrazione elevata [Solutioncare]	720x600	00:00:25	00:00:00		0 ml	€0.00							0			
8543	1	ERROR	Stellantis_6x3.JPG		04/10/2024 14:42:03	567.996908136209	279.996895794868	28	445.30463907782	DGen Papyrus G5 - 1	BB Inchiostrazione elevata [Solutioncare]	720x600	00:00:25	00:00:41		0 ml	€0.00							0			
