STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;PVC_LATO_BUSSOLE_A~1.JPG;;20/11/2025 15:04:26;230,05;100,05;1;2,3500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:15;00:00:15;;0,00;€0,00;;;;;;;1;;;
OK;PVC_LATO_BUSSOLE_B~1.JPG;;20/11/2025 15:10:04;383,05;100,05;1;3,8500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:10;00:00:23;;0,00;€0,00;;;;;;;1;;;
OK;PVC_LATO_GUIDA~1.JPG;;20/11/2025 15:15:23;1.074,95;100,05;1;10,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:21;00:01:01;;0,00;€0,00;;;;;;;1;;;
OK;PVC_RETRO~3.JPG;;20/11/2025 15:21:53;210,05;155,05;1;3,3000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:08;00:00:19;;0,00;€0,00;;;;;;;1;;;
OK;PVC_LATO_BUSSOLE._TRIANG_A~1.JPG;;20/11/2025 17:04:47;65,85;25,80;1;0,2000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:01;00:00:02;;0,00;€0,00;;;;;;;1;;;
OK;PVC_LATO_BUSSOLE_A_NEW.JPG;;20/11/2025 17:05:11;306,50;94,15;1;2,9000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:05;00:00:17;;0,00;€0,00;;;;;;;1;;;
OK;Bussola_DX~1.JPG;;20/11/2025 17:07:13;52,30;144,50;1;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:01;00:00:10;;0,00;€0,00;;;;;;;1;;;
OK;Bussola_SX~1.JPG;;20/11/2025 17:07:13;52,30;144,50;1;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:00:10;;0,00;€0,00;;;;;;;1;;;
