STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;Dec_140x200_SX.JPG;;30/07/2025 13:27:03;136,05;200,00;1;2,7500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:13;00:00:51;;0,00;€0,00;;;;;;;1;;;
OK;Dec_LT_100x140_SX.JPG;;30/07/2025 13:27:18;100,00;140,00;1;1,4000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:07;00:00:51;;0,00;€0,00;;;;;;;1;;;
OK;DecLT_100x140_DX.JPG;;30/07/2025 13:27:28;100,00;140,00;1;1,4000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:00:51;;0,00;€0,00;;;;;;;1;;;
OK;DecLT_140x200_DX.JPG;;30/07/2025 13:27:38;136,05;200,00;1;2,7500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:12;00:00:51;;0,00;€0,00;;;;;;;1;;;
