STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;Bussola_DX~2.JPG;;25/11/2025 13:52:12;52,30;144,50;1;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:01;00:00:09;;0,00;€0,00;;;;;;;1;;;
OK;Bussola_SX~2.JPG;;25/11/2025 13:52:12;52,30;144,50;1;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:00:09;;0,00;€0,00;;;;;;;1;;;
OK;OW_LATO_GUIDA~3.JPG;;25/11/2025 13:59:21;450,05;122,00;1;5,5000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:09;00:00:34;;0,00;€0,00;;;;;;;1;;;
OK;OW_RETRO~3.JPG;;25/11/2025 14:02:56;172,05;82,00;1;1,4500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:02;00:00:08;;0,00;€0,00;;;;;;;1;;;
OK;Lato_Bussole_OW_F~2.JPG;;25/11/2025 14:49:27;380,85;153,30;1;5,8500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:22;00:00:35;;0,00;€0,00;;;;;;;1;;;
OK;Retro_PVC~1.JPG;;25/11/2025 14:52:57;220,00;85,00;1;1,9000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:00:12;;0,00;€0,00;;;;;;;1;;;
