STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;Cascino_120x70_1.JPG;;16/12/2024 08:36:57;66,00;116,05;2;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:22;;0,00;€0,00;;;;;;;1;;;
OK;Cascino_120x70_2.JPG;;16/12/2024 08:37:06;66,00;116,05;2;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:22;;0,00;€0,00;;;;;;;1;;;
OK;Cascino_120x70_3.JPG;;16/12/2024 08:37:15;66,00;116,05;2;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:22;;0,00;€0,00;;;;;;;1;;;
OK;Cascino_120x70_4.JPG;;16/12/2024 08:37:23;66,00;116,05;2;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:22;;0,00;€0,00;;;;;;;1;;;
OK;Cascino_120x70_5.JPG;;16/12/2024 08:37:31;66,00;116,05;1;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:44;;0,00;€0,00;;;;;;;1;;;
OK;Cascino_120x70_6.JPG;;16/12/2024 08:37:31;66,00;116,05;1;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:44;;0,00;€0,00;;;;;;;1;;;
OK;Colantoni_100x70.JPG;;16/12/2024 08:37:53;66,00;94,05;12;0,6500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:03;;0,00;€0,00;;;;;;;1;;;
OK;Colantoni_120x70.JPG;;16/12/2024 08:49:18;66,00;116,05;34;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:04;;0,00;€0,00;;;;;;;1;;;
OK;Max_Mizzica_120x70_1.JPG;;16/12/2024 09:30:13;66,00;116,05;6;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:15;;0,00;€0,00;;;;;;;1;;;
OK;Max_Mizzica_120x70_2.JPG;;16/12/2024 09:30:41;66,00;116,05;6;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:15;;0,00;€0,00;;;;;;;1;;;
OK;Max_Mizzica_120x70_3.JPG;;16/12/2024 09:31:09;66,00;116,05;4;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:23;;0,00;€0,00;;;;;;;1;;;
OK;Max_Mizzica_120x70_4.JPG;;16/12/2024 09:31:28;66,00;116,05;4;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:23;;0,00;€0,00;;;;;;;1;;;
OK;Colantoni_Alux.JPG;;16/12/2024 09:48:54;280,00;154,00;1;4,3500;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:12;00:00:27;;0,00;€0,00;;;;;;;1;;;
OK;Sisa_120x70.JPG;;16/12/2024 11:49:08;66,00;116,00;20;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:01;00:00:04;;0,00;€0,00;;;;;;;1;;;
OK;SISA_634x620.JPG;;16/12/2024 11:56:19;620,00;640,35;1;39,7000;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:22;00:03:25;;0,00;€0,00;;;;;;;1;;;
