STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
ERROR;Max_120x70-1~3.JPG;;27/02/2026 10:14:22;65,85;116,05;4;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:00;;0,00;€0,00;;;;;;;1;;;
OK;Max_120x70-1~3.JPG;;27/02/2026 11:12:09;65,85;116,05;4;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:21;;0,00;€0,00;;;;;;;1;;;
OK;Max_120x70-2~3.JPG;;27/02/2026 11:12:26;65,85;116,05;6;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:02;00:00:14;;0,00;€0,00;;;;;;;1;;;
OK;Max_120x70-3~3.JPG;;27/02/2026 11:12:51;65,85;116,05;6;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:14;;0,00;€0,00;;;;;;;1;;;
OK;Max_120x70-4~1.JPG;;27/02/2026 11:13:16;65,85;116,05;4;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:21;;0,00;€0,00;;;;;;;1;;;
OK;Elettroingross_150x70_Dx.JPG;;27/02/2026 11:49:59;69,90;150,05;1;1,0500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:00:18;;0,00;€0,00;;;;;;;1;;;
OK;Elettroingross_150x70_Sx.JPG;;27/02/2026 11:50:07;69,70;150,05;1;1,0500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:00:18;;0,00;€0,00;;;;;;;1;;;
OK;Famila_120x70-1.JPG;;27/02/2026 12:25:05;65,85;116,05;18;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:02;00:00:18;;0,00;€0,00;;;;;;;1;;;
OK;Famila_120x70-2.JPG;;27/02/2026 12:26:24;65,85;116,05;20;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:16;;0,00;€0,00;;;;;;;1;;;
OK;Famila_120x70-3.JPG;;27/02/2026 12:27:47;65,85;116,05;20;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:16;;0,00;€0,00;;;;;;;1;;;
OK;Famila_120x70-4.JPG;;27/02/2026 12:29:09;65,85;116,05;20;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:16;;0,00;€0,00;;;;;;;1;;;
