STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;Intrigo_100x70_1.JPG;;06/03/2026 08:16:42;65,85;94,05;2;0,6500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:01;00:02:00;;0,00;€0,00;;;;;;;1;;;
OK;Intrigo_100x70_2.JPG;;06/03/2026 08:16:49;65,85;94,05;2;0,6500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:02:00;;0,00;€0,00;;;;;;;1;;;
OK;Intrigo_100x70_3.JPG;;06/03/2026 08:16:55;65,85;94,05;2;0,6500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:02:00;;0,00;€0,00;;;;;;;1;;;
OK;Intrigo_100x70_4.JPG;;06/03/2026 08:17:02;65,85;94,05;2;0,6500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:02:00;;0,00;€0,00;;;;;;;1;;;
OK;Intrigo_100x70_QR.JPG;;06/03/2026 08:17:09;65,85;94,05;6;0,6500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:00:40;;0,00;€0,00;;;;;;;1;;;
OK;Intrigo_120x70_1.JPG;;06/03/2026 08:17:30;66,00;116,05;6;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:40;;0,00;€0,00;;;;;;;1;;;
OK;Intrigo_120x70_2.JPG;;06/03/2026 08:17:55;66,00;116,05;6;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:02;00:00:40;;0,00;€0,00;;;;;;;1;;;
OK;Intrigo_120x70_3.JPG;;06/03/2026 08:18:20;66,00;116,05;6;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:40;;0,00;€0,00;;;;;;;1;;;
OK;Intrigo_120x70_4.JPG;;06/03/2026 08:18:46;66,00;116,05;6;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:40;;0,00;€0,00;;;;;;;1;;;
OK;Intrigo_120x70_QR.JPG;;06/03/2026 08:19:11;66,00;116,05;20;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:03;00:00:12;;0,00;€0,00;;;;;;;1;;;
OK;VEN_Gervasi_100x70.JPG;;06/03/2026 08:26:23;65,85;94,05;10;0,6500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:01;00:00:12;;0,00;€0,00;;;;;;;1;;;
OK;VEN_Gervasi_120x70.JPG;;06/03/2026 08:26:56;65,85;116,05;22;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:04;00:00:05;;0,00;€0,00;;;;;;;1;;;
OK;NuovaCori_100x70_HRV.JPG;;06/03/2026 09:29:02;65,85;94,00;10;0,6500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:05;00:00:16;;0,00;€0,00;;;;;;;1;;;
OK;NuovaCori_100x70_Jazz.JPG;;06/03/2026 09:29:36;65,85;94,00;8;0,6500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:05;00:00:20;;0,00;€0,00;;;;;;;1;;;
OK;NuovaCori_120x70_HRV.JPG;;06/03/2026 09:30:04;65,85;116,10;12;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:08;00:00:13;;0,00;€0,00;;;;;;;1;;;
OK;NuovaCori_120x70_Jazz.JPG;;06/03/2026 09:30:55;65,85;116,05;12;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:06;00:00:13;;0,00;€0,00;;;;;;;1;;;
OK;Dorelan_100x70.JPG;;06/03/2026 10:09:29;65,85;94,05;10;0,6500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:02;00:00:14;;0,00;€0,00;;;;;;;1;;;
OK;Dorelan_120x70.JPG;;06/03/2026 10:10:04;65,85;116,05;22;0,8000;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:06;00:00:06;;0,00;€0,00;;;;;;;1;;;
OK;Weda_120x70-1.JPG;;06/03/2026 11:15:37;60,00;34,15;1;0,2500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:01;00:00:02;;0,00;€0,00;;;;;;;1;;;
OK;Weda_120x70-2.JPG;;06/03/2026 11:15:37;60,00;34,15;1;0,2500;LIYU PCTK Series;Vinile 360x1440_Neutro [IMPRINTING];360x1440;00:00:01;00:00:02;;0,00;€0,00;;;;;;;1;;;
