STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;Maxi_Retro_UW_A_PVC_5_Copie.JPG;;26/05/2026 08:16:43;210,05;155,00;1;3,3000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:09;00:00:19;;0,00;€0,00;;;;;;;1;;;
OK;Maxi_Retro_UW_B_PVC_5_Copie.JPG;;26/05/2026 08:25:55;207,10;147,85;1;3,1000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:08;00:00:18;;0,00;€0,00;;;;;;;1;;;
OK;Integrale_18_Lato_BussolIntegrale_18_e_PVC_B.JPG;;26/05/2026 08:33:23;76,45;100,00;1;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:02;00:00:05;;0,00;€0,00;;;;;;;1;;;
OK;Integrale_18Lato_Bussole_PVC_C.JPG;;26/05/2026 08:34:46;266,45;100,00;1;2,7000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:05;00:00:16;;0,00;€0,00;;;;;;;1;;;
OK;Integrale_18_Lato_Bussole_PVC_D.JPG;;26/05/2026 08:38:55;306,05;100,00;1;3,1000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:08;00:00:19;;0,00;€0,00;;;;;;;1;;;
OK;Integrale_18_Lato_Bussole_PVC_A.JPG;;26/05/2026 08:56:16;381,40;100,00;1;3,8500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:12;00:00:26;;0,00;€0,00;;;;;;;1;;;
OK;Integrale_18_Lato_Guida_PVC_B.JPG;;26/05/2026 09:10:27;610,60;100,00;1;6,1500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:14;00:00:33;;0,00;€0,00;;;;;;;1;;;
OK;Integrale_18_Lato_Guida_PVC_A.JPG;;26/05/2026 09:19:10;878,15;100,00;1;8,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:19;00:00:47;;0,00;€0,00;;;;;;;1;;;
OK;Integrale_18_Retro_PVC.JPG;;26/05/2026 09:32:45;210,05;151,00;1;3,2000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:11;00:00:20;;0,00;€0,00;;;;;;;1;;;
OK;Maxi_Retro_UW_B_PVC_5_Copie.JPG;;26/05/2026 10:10:24;207,10;147,85;1;3,1000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:09;00:00:18;;0,00;€0,00;;;;;;;1;;;
OK;Maxi_Retro_UW_A_PVC_5_Copie.JPG;;26/05/2026 10:21:38;210,05;155,00;1;3,3000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:18;00:00:19;;0,00;€0,00;;;;;;;1;;;
OK;Maxi_Retro_CM_B_PVC_4_Copie.JPG;;26/05/2026 10:39:53;220,00;85,05;1;1,9000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:09;00:00:11;;0,00;€0,00;;;;;;;1;;;
OK;Maxi_Retro_CM_A_PVC_5_Copie.JPG;;26/05/2026 11:06:01;220,00;85,05;1;1,9000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:07;00:00:11;;0,00;€0,00;;;;;;;1;;;
OK;Maxi_Side_UW_C_PVC_6_Copie.JPG;;26/05/2026 13:57:03;250,00;102,00;1;2,5500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:13;00:00:16;;0,00;€0,00;;;;;;;1;;;
OK;Maxi_Side_UW_B_PVC_6_Copie.JPG;;26/05/2026 14:09:50;250,00;102,00;1;2,5500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:09;00:00:17;;0,00;€0,00;;;;;;;1;;;
OK;Maxi_Side_UW_A_PVC_6_Copie.JPG;;26/05/2026 14:26:26;250,00;102,00;1;2,5500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:09;00:00:16;;0,00;€0,00;;;;;;;1;;;
