STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;Iddu_6x3.JPG;;20/09/2024 08:00:22;568,00;280,00;8;127,2500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:30;02:06:13;;0,00;€0,00;;;;;;;0;;;
OK;Iddu_6x3.JPG;;20/09/2024 10:21:15;568,00;280,00;1;15,9500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:30;00:09:09;;0,00;€0,00;;;;;;;0;;;
OK;Amazzonia_140x200_DX.JPG;;20/09/2024 10:56:57;131,00;194,05;1;2,5500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:10;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;Amazzonia_140x200_SX.JPG;;20/09/2024 10:58:10;131,00;194,05;1;2,5500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:09;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;WineSicily2_100x140_1.JPG;;20/09/2024 10:59:24;131,00;95,00;6;7,5000;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:05;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;WineSicily2_100x140_2.JPG;;20/09/2024 11:03:47;131,00;95,00;6;7,5000;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:04;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;WineSicily2_100x140_3.JPG;;20/09/2024 11:11:35;131,00;95,00;6;7,5000;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:05;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;WineSicily2_100x140_4.JPG;;20/09/2024 11:19:25;131,00;95,00;6;7,5000;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:05;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;WineSicily2_140x200_1.JPG;;20/09/2024 11:27:12;131,00;194,00;1;2,5500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:08;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;WineSicily2_140x200_2.JPG;;20/09/2024 11:30:55;131,00;194,00;1;2,5500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:08;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;WineSicily2_140x200_3.JPG;;20/09/2024 11:33:32;131,00;194,00;1;2,5500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:08;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;WineSicily2_140x200_4.JPG;;20/09/2024 11:36:13;131,00;194,00;1;2,5500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:08;00:41:54;;0,00;€0,00;;;;;;;0;;;
OK;WineSicily2_6x6.JPG;;20/09/2024 13:00:07;568,00;570,00;1;32,4000;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:30;00:26:19;;0,00;€0,00;;;;;;;0;;;
OK;Penny_12x3.JPG;;20/09/2024 13:39:21;1.180,00;278,00;1;32,8500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:37;00:27:48;;0,00;€0,00;;;;;;;0;;;
