STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;SbC_6x3_Lux.JPG;;16/09/2025 08:39:32;598,05;296,95;1;17,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:24;00:01:51;;0,00;€0,00;;;;;;;1;;;
OK;Arcipelago_6x3_Lux.JPG;;16/09/2025 09:59:54;598,05;296,95;1;17,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:37;00:01:50;;0,00;€0,00;;;;;;;1;;;
OK;Cervantes_120x70_A.JPG;;16/09/2025 10:52:50;66,00;116,05;2;0,8000;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:01;00:00:21;;0,00;€0,00;;;;;;;1;;;
OK;Cervantes_100x70_A.JPG;;16/09/2025 10:52:59;66,00;94,05;10;0,6500;LIYU PCTK Series;Vinile 360x1440_Standard [IMPRINTING];360x1440;00:00:03;00:00:04;;0,00;€0,00;;;;;;;1;;;
OK;Dynamic_EcoService_630x615.JPG;;16/09/2025 13:17:22;615,05;636,30;1;39,1500;LIYU PCTK Series;Banner 360x1440_neutro [IMPRINTING];360x1440;00:00:23;00:03:09;;0,00;€0,00;;;;;;;1;;;
