STATO;LAVORI;NOME_LAVORO;DATA_DI_STAMPA;LARGHEZZA_cm;ALTEZZA_cm;COPIE;AREA_TOTALE_mq;STAMPANTE;SUPPORTO;RISOLUZIONE;TEMPO_RIP;TEMPO_STAMPA;INCHIOSTO_UTILIZZATO_ml;INCHIOSTRO_TOTALE;COSTO_INCHIOSTRO;NUMERO_ORDINE;SCOIETA;CLIENTE;NOTE;PERSONALIZZATO_01;PERSONALIZZATO_02;DUE_PRINT;DUE_DATE;ID_TAGLIO;
OK;Tepelene_6x3_2.JPG;;24/06/2024 07:56:14;568,00;280,00;10;159,0500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:33;03:28:57;;0,00;€0,00;;;;;;;0;;;
OK;Tepelene_6x3_1.JPG;;24/06/2024 10:35:28;568,00;280,00;3;47,7500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:36;03:28:57;;0,00;€0,00;;;;;;;0;;;
OK;Conad_City_6x3.JPG;;24/06/2024 12:09:09;568,00;280,00;5;79,5500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:16;01:14:37;;0,00;€0,00;;;;;;;0;;;
OK;Todis_6x3-4.JPG;;24/06/2024 13:38:32;568,00;280,00;1;15,9500;DGen Papyrus G5;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:21;00:07:41;;0,00;€0,00;;;;;;;0;;;
ERROR;Forum_6x3.JPG;;24/06/2024 13:53:25;568,00;280,00;2;31,8500;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:17;00:00:00;;0,00;€0,00;;;;;;;0;;;
OK;Forum_6x3.JPG;;24/06/2024 13:53:35;568,00;280,00;2;31,8500;DGen Papyrus G5 - 1;BB Inchiostrazione elevata [Solutioncare];720x600;00:00:17;00:24:06;;0,00;€0,00;;;;;;;0;;;
OK;Lumsa_6x3.JPG;;24/06/2024 07:54:59;568,00;280,00;1;15,9500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:33;00:12:22;;0,00;€0,00;;;;;;;0;;;
OK;Lumsa_6x3.JPG;;24/06/2024 08:31:49;568,00;280,00;6;95,4500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:33;01:44:10;;0,00;€0,00;;;;;;;0;;;
OK;IlCentesimo_140x200_1.JPG;;24/06/2024 10:19:14;131,00;194,05;4;10,2000;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:14;00:40:52;;0,00;€0,00;;;;;;;0;;;
OK;IlCentesimo_140x200_2.JPG;;24/06/2024 10:27:07;131,00;194,05;4;10,2000;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:13;00:40:52;;0,00;€0,00;;;;;;;0;;;
OK;IlCentesimo_140x200_3.JPG;;24/06/2024 10:38:09;131,00;194,05;4;10,2000;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:12;00:40:52;;0,00;€0,00;;;;;;;0;;;
OK;IlCentesimo_140x200_4.JPG;;24/06/2024 10:49:07;131,00;194,05;4;10,2000;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:14;00:40:52;;0,00;€0,00;;;;;;;0;;;
OK;Lumsa_6x3.JPG;;24/06/2024 11:23:14;568,00;280,00;1;15,9500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:33;03:04:00;;0,00;€0,00;;;;;;;0;;;
OK;Forum_6x3.JPG;;24/06/2024 11:35:36;568,00;280,00;6;95,4500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:31;03:04:00;;0,00;€0,00;;;;;;;0;;;
OK;Forum_12x3.JPG;;24/06/2024 13:15:47;1.180,00;278,00;2;65,6500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:53;03:04:00;;0,00;€0,00;;;;;;;0;;;
ERROR;Forum_6x3.JPG;;24/06/2024 14:44:48;568,00;280,00;32;508,9500;DGen Papyrus G5 - 2;2 pass blueback [Double CM profiles];720x1200;00:00:31;00:00:47;;0,00;€0,00;;;;;;;0;;;
